Museum,Museum Abbreviation,Catalog Number,Special Collections,Kind of Object,Specimen Count,Current Identification,Other Identifications,Name Hierarchy,Order,Family,Type Status,Type Citations,Date Collected,Ocean,Sea/Gulf,Bay/Sound,Island Name,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Collector(s),Other Numbers (Type: Value),Sex/Stage,Preparation Details (Preparation:Remarks),Microhabitat Description,Reproductive Condition,Progeny Details,Measurements,Stomach Contents,Collection Method,Number of Individuals,Sexual Maturity,Physical Maturity,Specimen Condition,Injury,Parasite,Bibliography,Notes,Genetic Sample Type,Biorepository Number,Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Depleted?,Record Last Modified,EZID
,"USNM","144614","","Specimen/Lot",1,"Rattus exulans","","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","25 May 1906","","","","Mindanao","Philippines","","","Catagan","","","","Mearns, E. A.","Mammals Field Number: 6163","Male","Skin; Skull","",,,"Unknown Length:  (Measurements taken: yes)","","","","","","","","","Van Der Geer, A. A. 8 May 2019 [""2019""]. Effect of isolation on coat colour polymorphism of Polynesian rats in Island Southeast Asia and the Pacific. PeerJ. 7 (e6894)","","","","","","","","","09 May 2019 17:02:00","http://n2t.net/ark:/65665/38760740e-a73e-4491-bdda-2f9ac5931fae"
,"USNM","125223","","Specimen/Lot",1,"Rattus exulans","","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","11 Jul 1904","","","","Mindanao","Philippines","Davao del Sur Province","","Mount Apo, Todaya","","",1219,"Mearns, E. A.","Mammals Field Number: 5720","Female : Adult","Skin; Skull","Ecological remarks by collector(s): yes",,,"Unknown Length:  (Measurements taken: yes)","","","","","","","","","Van Der Geer, A. A. 8 May 2019 [""2019""]. Effect of isolation on coat colour polymorphism of Polynesian rats in Island Southeast Asia and the Pacific. PeerJ. 7 (e6894)","","","","","","","","","09 May 2019 17:02:00","http://n2t.net/ark:/65665/39f07abc9-bb15-4ac9-85cf-19df2aa64edc"
,"USNM","125225","","Specimen/Lot",1,"Rattus exulans","","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","11 Jul 1904","","","","Mindanao","Philippines","Davao del Sur Province","","Mount Apo, Todaya","","",1219,"Mearns, E. A.","Mammals Field Number: 5723","Male : Adult","Skin; Skull","",,,"Unknown Length:  (Measurements taken: yes)","","","","","","","","","Van Der Geer, A. A. 8 May 2019 [""2019""]. Effect of isolation on coat colour polymorphism of Polynesian rats in Island Southeast Asia and the Pacific. PeerJ. 7 (e6894)","","","","","","","","","09 May 2019 17:02:00","http://n2t.net/ark:/65665/3fe472d0a-8e89-4f38-8c92-ea05ccc2a8a7"
,"USNM","125227","","Specimen/Lot",1,"Rattus exulans","","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","12 Jul 1904","","","","Mindanao","Philippines","Davao Del Sur Province","","Mount Apo, Todaya","","",1219,"Mearns, E. A.","Mammals Field Number: 5728","Male : Adult","Skin; Skull","",,,"Unknown Length:  (Measurements taken: yes)","","","","","","","","","Van Der Geer, A. A. 8 May 2019 [""2019""]. Effect of isolation on coat colour polymorphism of Polynesian rats in Island Southeast Asia and the Pacific. PeerJ. 7 (e6894)","","","","","","","","","09 May 2019 17:02:00","http://n2t.net/ark:/65665/331cc0b27-dfe9-484b-b62a-2b50248d020f"
,"USNM","125466","","Specimen/Lot",1,"Rattus exulans","","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","27 Nov 1903","","","","Mindanao","Philippines","","","","","","","Mearns, E. A.","Mammals Field Number: 5751","Unknown","Skull","",,,,"","","","","","","","",,"","","","","","","","","21 Aug 2014 15:24:00","http://n2t.net/ark:/65665/335eeb92e-29c4-45c6-b2fd-2ea84c281492"
,"USNM","144950","","Specimen/Lot",1,"Rattus exulans","","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","Dec 1903","","","","Mindanao","Philippines","","","Zamboango","","","","Mearns, E. A.","Mammals Field Number: No Number","Unknown","Skull","",,,,"","","","","","","","",,"","","","","","","","","21 Aug 2014 15:24:00","http://n2t.net/ark:/65665/32e8868ab-133b-4eac-bf6b-b4026510a030"
,"USNM","142838","","Specimen/Lot",1,"Rattus exulans","","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Skull; Remainder in Fluid","",,,,"","","","","","","","",,"","","","","","","","","21 Aug 2014 15:24:00","http://n2t.net/ark:/65665/378c2b7de-d8d9-45a3-9317-ab04b8cbc2eb"
,"USNM","142851","","Specimen/Lot",1,"Rattus exulans","","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Skull; Remainder in Fluid","",,,,"","","","","","","","",,"","","","","","","","","21 Aug 2014 15:24:00","http://n2t.net/ark:/65665/39484258f-38c4-4ac9-875f-4f2a6ce751aa"
,"USNM","145780","","Specimen/Lot",1,"Rattus exulans","","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","14 May 1907","","","","Mindanao","Philippines","Davao Del Sur Province","","Baguio","","","","Mearns, E. A.","Mammals Field Number: 6421","Female","Skin; Skull","Ecological remarks by collector(s): yes",,,,"","","","","","","","","Van Der Geer, A. A. 8 May 2019 [""2019""]. Effect of isolation on coat colour polymorphism of Polynesian rats in Island Southeast Asia and the Pacific. PeerJ. 7 (e6894)","","","","","","","","","09 May 2019 17:02:00","http://n2t.net/ark:/65665/3d92cd0fe-1af5-4568-afd7-957870865f29"
,"USNM","142843","","Specimen/Lot",1,"Rattus exulans","","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Skull; Remainder in Fluid","",,,,"","","","","","","","",,"","","","","","","","","21 Aug 2014 15:24:00","http://n2t.net/ark:/65665/3248b8ac7-6032-4a35-a0d1-b84fbb140cca"
,"USNM","143064","","Specimen/Lot",1,"Rattus exulans","","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Skull; Remainder in Fluid","",,,,"","","","","","","","",,"","","","","","","","","21 Aug 2014 15:24:00","http://n2t.net/ark:/65665/3aa048636-a5d4-4da8-9196-9f09ad7be100"
,"USNM","143084","","Specimen/Lot",1,"Rattus exulans","","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Skull; Remainder in Fluid","",,,,"","","","","","","","",,"","","","","","","","","21 Aug 2014 15:24:00","http://n2t.net/ark:/65665/363634a71-2f14-4575-b49b-57243d3df377"
,"USNM","142847","","Specimen/Lot",1,"Rattus exulans","","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Skull; Remainder in Fluid","",,,,"","","","","","","","",,"","","","","","","","","21 Aug 2014 15:24:00","http://n2t.net/ark:/65665/3c990ad7f-14f3-455b-a9f8-959793466b62"
,"USNM","142826","","Specimen/Lot",1,"Rattus exulans","","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: 5892","Female","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 14:08:00","http://n2t.net/ark:/65665/3b1b12c8d-a2e7-4a53-a282-b804794a244c"
,"USNM","142773","","Specimen/Lot",1,"Rattus exulans","","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: 5839","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 14:08:00","http://n2t.net/ark:/65665/35de8ff3c-bcaa-44d5-a64a-0ac0dc7d266a"
,"USNM","123294","Types","Specimen/Lot",1,"Rattus exulans","Mus pantarensis Mearns, 1905","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","Type","Mearns, E. A. 1905 May 13. Proceedings of the United States National Museum. 28: 448.","4 Sep 1903","","","","Mindanao","Philippines","","","Pantar","","",581,"Mearns, E. A.","Mammals Field Number: 5622","Female : Adult","Skin; Skull","",,,,"","","","","","","","","Fisher, R. D. & Ludwig, C. A. 2014 Apr 10. Catalog of type specimens of recent mammals: Rodentia (Myomorpha, Anomaluromorpha, and Hystricomorpha) in the National Museum of Natural History, Smithsonian Institution. Smithsonian Contributions to Zoology. 642: 1-125. Van Der Geer, A. A. 8 May 2019 [""2019""]. Effect of isolation on coat colour polymorphism of Polynesian rats in Island Southeast Asia and the Pacific. PeerJ. 7 (e6894)","","","","","","","","","09 May 2019 17:02:00","http://n2t.net/ark:/65665/37f4410f9-418a-4a35-94f1-37bfa80733f7"
,"USNM","125216","Types","Specimen/Lot",1,"Rattus exulans","Mus vulcani Mearns, 1905","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","Type","Mearns, E. A. 1905 May 13. Proceedings of the United States National Museum. 28: 446.","26 Jun 1904","","","","Mindanao","Philippines","","","Mount Apo","","",2316,"Mearns, E. A.","Mammals Field Number: 5674","Female : Adult","Skin; Skull","",,,,"","","","","","","","","Fisher, R. D. & Ludwig, C. A. 2014 Apr 10. Catalog of type specimens of recent mammals: Rodentia (Myomorpha, Anomaluromorpha, and Hystricomorpha) in the National Museum of Natural History, Smithsonian Institution. Smithsonian Contributions to Zoology. 642: 1-125. Van Der Geer, A. A. 8 May 2019 [""2019""]. Effect of isolation on coat colour polymorphism of Polynesian rats in Island Southeast Asia and the Pacific. PeerJ. 7 (e6894)","","","","","","","","","09 May 2019 17:02:00","http://n2t.net/ark:/65665/30aee8229-569d-4854-898a-2450b9e04cf9"
,"USNM","125229","Types","Specimen/Lot",1,"Rattus exulans","Mus vulcani apicis Mearns, 1905","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","Type","Mearns, E. A. 1905 May 13. Proceedings of the United States National Museum. 28: 447.","6 Jun 1904","","","","Mindanao","Philippines","","","Mount Apo, summit W peak","","",2957,"Mearns, E. A.","Mammals Field Number: 5709","Female : Adult","Skin; Skull; Remainder in Fluid","",,,,"","","","","","","","","Fisher, R. D. & Ludwig, C. A. 2014 Apr 10. Catalog of type specimens of recent mammals: Rodentia (Myomorpha, Anomaluromorpha, and Hystricomorpha) in the National Museum of Natural History, Smithsonian Institution. Smithsonian Contributions to Zoology. 642: 1-125. Van Der Geer, A. A. 8 May 2019 [""2019""]. Effect of isolation on coat colour polymorphism of Polynesian rats in Island Southeast Asia and the Pacific. PeerJ. 7 (e6894)","","","","","","","","","09 May 2019 17:02:00","http://n2t.net/ark:/65665/3067a5851-0eec-43f8-8f22-3c3603329fc9"
,"USNM","125224","Types","Specimen/Lot",1,"Rattus exulans","Mus todayensis Mearns, 1905","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","Type","Mearns, E. A. 1905 May 13. Proceedings of the United States National Museum. 28: 445.","11 Jul 1904","","","","Mindanao","Philippines","Davao del Sur Province","","Mount Apo, Todaya","","",1219,"Mearns, E. A.","Mammals Field Number: 5722","Female : Adult","Skin; Skull","",,,,"","","","","","","","","Fisher, R. D. & Ludwig, C. A. 2014 Apr 10. Catalog of type specimens of recent mammals: Rodentia (Myomorpha, Anomaluromorpha, and Hystricomorpha) in the National Museum of Natural History, Smithsonian Institution. Smithsonian Contributions to Zoology. 642: 1-125. Van Der Geer, A. A. 8 May 2019 [""2019""]. Effect of isolation on coat colour polymorphism of Polynesian rats in Island Southeast Asia and the Pacific. PeerJ. 7 (e6894)","","","","","","","","","09 May 2019 17:02:00","http://n2t.net/ark:/65665/379541fb6-fe2a-48cc-ac2c-9e2a8007efba"
,"USNM","144637","Types","Specimen/Lot",1,"Rattus exulans","Epimys vigoratus Hollister, 1913","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","Type","Hollister, N. 1913 Dec 31. Proceedings of the United States National Museum. 46: 321.","15 Nov 1906","","","","Mindoro","Philippines","Mindoro Oriental Province","","Mount Halcon, spur of main ridge","","",1372,"Mearns, E. A.","Mammals Field Number: 6306","Male : Adult","Skin; Skull","",,,"Total Length: 307mm; Tail Length: 166mm; Hind Tarsus Length: 32mm; Ear notch Length: 19mm","","","","","","","","","Fisher, R. D. & Ludwig, C. A. 2014 Apr 10. Catalog of type specimens of recent mammals: Rodentia (Myomorpha, Anomaluromorpha, and Hystricomorpha) in the National Museum of Natural History, Smithsonian Institution. Smithsonian Contributions to Zoology. 642: 1-125. Van Der Geer, A. A. 8 May 2019 [""2019""]. Effect of isolation on coat colour polymorphism of Polynesian rats in Island Southeast Asia and the Pacific. PeerJ. 7 (e6894)","","","","","","","","","09 May 2019 17:02:00","http://n2t.net/ark:/65665/39b9d846b-6526-4531-96b0-e3c11909e041"
,"USNM","144600","Types","Specimen/Lot",1,"Rattus exulans","Epimys mayonicus Hollister, 1913","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","Type","Hollister, N. 1913 Dec 31. Proceedings of the United States National Museum. 46: 319.","5 Jun 1907","","","","Luzon","Philippines","Albay Province","","Mount Mayon","","",1219,"Mearns, E. A.","Mammals Field Number: 6438","Male : Adult","Skin:lacking hair on top of neck, partially bare spot on abdomen; Skull","",,,,"","","","","","","","","Fisher, R. D. & Ludwig, C. A. 2014 Apr 10. Catalog of type specimens of recent mammals: Rodentia (Myomorpha, Anomaluromorpha, and Hystricomorpha) in the National Museum of Natural History, Smithsonian Institution. Smithsonian Contributions to Zoology. 642: 1-125. Van Der Geer, A. A. 8 May 2019 [""2019""]. Effect of isolation on coat colour polymorphism of Polynesian rats in Island Southeast Asia and the Pacific. PeerJ. 7 (e6894)","","","","","","","","","09 May 2019 17:02:00","http://n2t.net/ark:/65665/32c6f699d-e812-4156-bebe-98cd92aff004"
,"USNM","144635","Types","Specimen/Lot",1,"Rattus exulans","Epimys basilanus Hollister, 1913","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","Type","Hollister, N. 1913 Dec 31. Proceedings of the United States National Museum. 46: 322.","Feb 1906","","","","Basilan","Philippines","Basilan Province","","","","","","Mearns, E. A.","Mammals Field Number: 6039","Male : Adult","Skin; Skull","Trapped in the forest",,,,"","","","","","","","","Fisher, R. D. & Ludwig, C. A. 2014 Apr 10. Catalog of type specimens of recent mammals: Rodentia (Myomorpha, Anomaluromorpha, and Hystricomorpha) in the National Museum of Natural History, Smithsonian Institution. Smithsonian Contributions to Zoology. 642: 1-125. Van Der Geer, A. A. 8 May 2019 [""2019""]. Effect of isolation on coat colour polymorphism of Polynesian rats in Island Southeast Asia and the Pacific. PeerJ. 7 (e6894)","","","","","","","","","09 May 2019 17:02:00","http://n2t.net/ark:/65665/31a1b3dc6-5cf6-443a-bfe6-8fd9bebe3d6a"
,"USNM","145771","Types","Specimen/Lot",1,"Rattus exulans","Epimys calcis Hollister, 1911","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","Type","Hollister, N. 15 May 1911 [""1911 May 15""]. Proc. Biol. Soc. Wash. 24: 89.","8 May 1907","","","","Luzon","Philippines","Benguet Province","","Baguio, Limestone Hills, near Lime Kiln","","",1524,"Mearns, E. A.","Mammals Field Number: 6412","Male : Young adult","Skin:small spot on belly which lacks hair; Skull","",,,"Total Length: 253mm; Tail Length: 130mm; Hind Tarsus Length: 26mm","","","","","","","","","Fisher, R. D. & Ludwig, C. A. 2014 Apr 10. Catalog of type specimens of recent mammals: Rodentia (Myomorpha, Anomaluromorpha, and Hystricomorpha) in the National Museum of Natural History, Smithsonian Institution. Smithsonian Contributions to Zoology. 642: 1-125. Van Der Geer, A. A. 8 May 2019 [""2019""]. Effect of isolation on coat colour polymorphism of Polynesian rats in Island Southeast Asia and the Pacific. PeerJ. 7 (e6894)","","","","","","","","","09 May 2019 17:02:00","http://n2t.net/ark:/65665/3526d0ea8-f8ad-4f03-8fa4-4872d059f38a"
,"USNM","145833","Types","Specimen/Lot",1,"Rattus exulans","Epimys querceti Hollister, 1911","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","Type","Hollister, N. 15 May 1911 [""1911 May 15""]. Proc. Biol. Soc. Wash. 24: 90.","1 Aug 1907","","","","Luzon","Philippines","Benguet Province","","Haights-in-the-Oaks","","",2134,"Mearns, E. A.","Mammals Field Number: 6491","Male : Adult","Skin; Skull","",,,"Total Length: 293mm; Tail Length: 160mm; Hind Tarsus Length: 28mm; Ear notch Length: 18mm","","","","","","","","","Fisher, R. D. & Ludwig, C. A. 2014 Apr 10. Catalog of type specimens of recent mammals: Rodentia (Myomorpha, Anomaluromorpha, and Hystricomorpha) in the National Museum of Natural History, Smithsonian Institution. Smithsonian Contributions to Zoology. 642: 1-125. Van Der Geer, A. A. 8 May 2019 [""2019""]. Effect of isolation on coat colour polymorphism of Polynesian rats in Island Southeast Asia and the Pacific. PeerJ. 7 (e6894)","","","","","","","","","09 May 2019 17:02:00","http://n2t.net/ark:/65665/3f547c3ad-2c06-4054-a251-bed6d7a9fb9d"
,"USNM","144900","","Specimen/Lot",1,"Rattus exulans","","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","",,"","","","","Philippines","","","","","","","Mearns, E. A.","Mammals Field Number: No Number","Unknown","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:58:00","http://n2t.net/ark:/65665/33bde8a0c-7d1d-4576-9382-32c4840d7bfd"
,"USNM","151528","","Specimen/Lot",1,"Rattus exulans","","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","31 Jul 1907","","","","Luzon","Philippines","Benguet Province","","Haights In the Oaks","","","","Mearns, E. A.","Mammals Field Number: 6489","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:58:00","http://n2t.net/ark:/65665/3e4074c55-5d2a-493c-91b7-392db3f3cf3c"
,"USNM","142756","","Specimen/Lot",1,"Rattus exulans","Rattus exulans querceti","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:58:00","http://n2t.net/ark:/65665/30f9252e0-01ef-4fdf-a6fd-fe39d6aa03df"
,"USNM","142765","","Specimen/Lot",1,"Rattus exulans","Rattus exulans querceti","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:58:00","http://n2t.net/ark:/65665/37177e605-6a4b-4217-8f8b-12a322964ab5"
,"USNM","142767","","Specimen/Lot",1,"Rattus exulans","Rattus exulans querceti","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:58:00","http://n2t.net/ark:/65665/3b398d0eb-cbeb-42c9-aebf-f2232cff51f3"
,"USNM","142774","","Specimen/Lot",1,"Rattus exulans","Rattus exulans querceti","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:58:00","http://n2t.net/ark:/65665/3d78eab3c-b71f-4848-8702-ef9f7718a422"
,"USNM","142778","","Specimen/Lot",1,"Rattus exulans","Rattus exulans querceti","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:58:00","http://n2t.net/ark:/65665/3650b3caf-496d-43a4-8bf8-cd40b05e38c1"
,"USNM","142781","","Specimen/Lot",1,"Rattus exulans","Rattus exulans querceti","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:58:00","http://n2t.net/ark:/65665/34e9b447b-2fd4-4b6d-8e9c-0a1c052ae8af"
,"USNM","142782","","Specimen/Lot",1,"Rattus exulans","Rattus exulans querceti","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:58:00","http://n2t.net/ark:/65665/313b1cec4-9d42-4af4-9c49-919068bf0d27"
,"USNM","142783","","Specimen/Lot",1,"Rattus exulans","Rattus exulans querceti","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:58:00","http://n2t.net/ark:/65665/3aedcb06e-7403-4734-8537-98abd73a749e"
,"USNM","142784","","Specimen/Lot",1,"Rattus exulans","Rattus exulans querceti","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:58:00","http://n2t.net/ark:/65665/31a7a8efc-c503-4c64-a8ce-26627ab152d9"
,"USNM","142785","","Specimen/Lot",1,"Rattus exulans","Rattus exulans querceti","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:58:00","http://n2t.net/ark:/65665/30db7e8d5-a1e3-47ad-b7a8-8bc4ededf1b2"
,"USNM","142786","","Specimen/Lot",1,"Rattus exulans","Rattus exulans querceti","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:58:00","http://n2t.net/ark:/65665/3ae78f395-8ca1-4078-9cac-b7391d1f99b8"
,"USNM","142787","","Specimen/Lot",1,"Rattus exulans","Rattus exulans querceti","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:58:00","http://n2t.net/ark:/65665/39e54bc8b-bdd6-49ee-8a29-cf536cafe9fa"
,"USNM","142788","","Specimen/Lot",1,"Rattus exulans","Rattus exulans querceti","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:58:00","http://n2t.net/ark:/65665/35d48a95b-b190-4948-bd8e-8de1b93ab590"
,"USNM","142789","","Specimen/Lot",1,"Rattus exulans","Rattus exulans querceti","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:58:00","http://n2t.net/ark:/65665/3d6b4da70-4ad5-4afd-8319-dd3331817bdb"
,"USNM","142790","","Specimen/Lot",1,"Rattus exulans","Rattus exulans querceti","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:58:00","http://n2t.net/ark:/65665/310f6e50c-0657-4f07-b60a-94210022b5c9"
,"USNM","142791","","Specimen/Lot",1,"Rattus exulans","Rattus exulans querceti","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:58:00","http://n2t.net/ark:/65665/315be0783-fcce-4c5a-b3be-38823e144534"
,"USNM","142792","","Specimen/Lot",1,"Rattus exulans","Rattus exulans querceti","Rattus exulans : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:58:00","http://n2t.net/ark:/65665/3efe01bd8-98e9-4294-9503-3e124d860781"
