Barcode,Catalog Number,Catalog,Special Collections,Division,Order,Family,Subfamily,Tribe,Taxonomic Name (Filed As : Identified By : Identification Date),Other Taxonomic Names (Identification : Identified By : Date Identified),Name Hierarchy,Common Name (Name : Language),Type Citations (Scientific Name : Type Status : Verification Degree : Citation),Lectotypified By,Taxonomy Remarks,Collection Remarks,Collector(s),Collection Number,Date Collected,Biogeographic Region,Archipelago,Country,Province/State,District/County,Precise Locality,Island Name,Centroid Latitude,Centroid Longitude,Elevation (m),Conservation Status (Authority : Status),Habit,Microhabitat Description,Other Counts (Type : Value),Other Numbers (Type : Value),Cultivated,Recent/Fossil,Notes,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Field Id Number,Preservation Method,Embargo?,Depleted?,Storage Location,Record Last Modified,EZID
"03257767","447418","Flowering plants and ferns","","","Gentianales","Asclepiadaceae","","","Asclepias curassavica L.","","6791 : Asclepias curassavica L. : Asclepiadaceae : Gentianales : Dicotyledonae","Acimcion; Asuncion; blood flower; bloodflower; Chogo; Chuka; Chushu-yu-shi : Mayan; faux ipecah; Flues asemcion; Golden Head : English; Ialo & Kappok; Kirita; Mada pisa; Red-head; Retauriang; siimweta; Truka- keree; Trukor; Uruuruvaikirita; Vevai; Waluene lios; Waluwanlios; Wild Ipecac, Hippo; Yelo","",,"","","Mearns, E. A.","30","21 Jan 1904","42 - Malesia","","Philippines","","","Zamboanga; Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","08 Mar 2019 23:52:00","http://n2t.net/ark:/65665/3bc6d6c12-4ea6-4087-af6b-dd7ac04f8de2"
"03257779","447726","Flowering plants and ferns","","","Gentianales","Asclepiadaceae","","","Asclepias curassavica L.","","6791 : Asclepias curassavica L. : Asclepiadaceae : Gentianales : Dicotyledonae","Acimcion; Asuncion; blood flower; bloodflower; Chogo; Chuka; Chushu-yu-shi : Mayan; faux ipecah; Flues asemcion; Golden Head : English; Ialo & Kappok; Kirita; Mada pisa; Red-head; Retauriang; siimweta; Truka- keree; Trukor; Uruuruvaikirita; Vevai; Waluene lios; Waluwanlios; Wild Ipecac, Hippo; Yelo","",,"","","Mearns, E. A.","152","25 Sep 1903","42 - Malesia","","Philippines","","","Pantar; Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","08 Mar 2019 22:47:00","http://n2t.net/ark:/65665/37d17a718-47d3-4bb9-a12a-c9426ff1c41a"
"03257778","447430","Flowering plants and ferns","","","Gentianales","Asclepiadaceae","","","Asclepias curassavica L.","","6791 : Asclepias curassavica L. : Asclepiadaceae : Gentianales : Dicotyledonae","Acimcion; Asuncion; blood flower; bloodflower; Chogo; Chuka; Chushu-yu-shi : Mayan; faux ipecah; Flues asemcion; Golden Head : English; Ialo & Kappok; Kirita; Mada pisa; Red-head; Retauriang; siimweta; Truka- keree; Trukor; Uruuruvaikirita; Vevai; Waluene lios; Waluwanlios; Wild Ipecac, Hippo; Yelo","",,"","","Mearns, E. A.","43","25 Feb 1904","42 - Malesia","","Philippines","Muslim Mindanao","","Cagayan-Sulu Island.","","","","",,"","",,,"","",,"","","","","","","","","","08 Mar 2019 20:45:00","http://n2t.net/ark:/65665/38bb91660-9700-4688-bd36-b36dbaaef053"
"01516134","447663","Flowering plants and ferns","","","Polypodiales","Aspleniaceae","","","Asplenium belangeri Bory","","F148 : Asplenium belangeri Bory : Aspleniaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","26 Jun 1904","42 - Malesia","","Philippines","","","Mt, Apo","","","",1829,,"","",,,"","",,"","","","","","","","","","21 Sep 2016 07:15:00","http://n2t.net/ark:/65665/373803359-1759-4a05-acec-c25d812b204e"
"01516129","447644","Flowering plants and ferns","","","Polypodiales","Aspleniaceae","","","Asplenium belangeri Bory","","F148 : Asplenium belangeri Bory : Aspleniaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","26 Jun 1904","42 - Malesia","","Philippines","","","Bogobo, Mt. Apo, Mindanao","","","",1829,,"","",,,"","",,"","","","","","","","","","21 Sep 2016 08:00:00","http://n2t.net/ark:/65665/380ce1027-eb98-4505-8e26-7cc4a0ac784b"
"01516497","625815","Flowering plants and ferns","","","Polypodiales","Aspleniaceae","","","Asplenium lepturus J. Sm. ex C. Presl","","F148 : Asplenium lepturus J. Sm. ex C. Presl : Aspleniaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","Bureau of Science 4183","Jul 1907","42 - Malesia","","Philippines","","","Haights in the Oaks, Benguet Prov., Luzon","","","",2134,,"","",,,"","",,"","","","","","","","","","02 Nov 2016 02:09:00","http://n2t.net/ark:/65665/3c48414ee-f82b-46e5-86fa-de5fc1af77ce"
"01516473","628505","Flowering plants and ferns","","","Polypodiales","Aspleniaceae","","","Asplenium lobulatum Mett.","","F148 : Asplenium lobulatum Mett. : Aspleniaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","71","10 Dec 1905","42 - Malesia","","Philippines","","","Philippine Islands, Luzon, Mt. Santo Tomas","","","",2103,,"","",,,"","",,"","","","","","","","","","02 Nov 2016 00:44:00","http://n2t.net/ark:/65665/3241f84db-1374-4153-834f-77a1cede5247"
"01516733","625814","Flowering plants and ferns","","","Polypodiales","Aspleniaceae","","","Asplenium normale D. Don","","F148 : Asplenium normale D. Don : Aspleniaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","Bureau of Science 4182*","Jul 1907","42 - Malesia","","Philippines","","","Haights in the Oaks. Benguet Prov. Luzon [interpreted]","","","",2134,,"","",,,"","",,"","","","","","","","","","01 Nov 2016 22:09:00","http://n2t.net/ark:/65665/30bf71bd8-1165-4391-b6a7-f0761840f301"
"01517372","625813","Flowering plants and ferns","","","Polypodiales","Aspleniaceae","","","Asplenium yoshinagae var. planicaule (Wall. ex Mett.) C.V. Morton","","F148 : Asplenium yoshinagae var. planicaule (Wall. ex Mett.) C.V. Morton : Aspleniaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","Bureau of Science 4181","Jul 1907","42 - Malesia","","Philippines","","","Haights in the Oaks. Benguet Prov. Luzon [interpreted]","","","",2134,,"","",,,"","",,"","","","","","","","","","21 Sep 2016 04:51:00","http://n2t.net/ark:/65665/3e13862d5-1f70-4eec-a8e6-2838f0c591db"
"01696918","628486","Flowering plants and ferns","","","Asterales","Asteraceae","Asteroideae","Astereae","Aster luzonensis Elmer","","8900 : Aster luzonensis Elmer : Asteraceae : Asterales : Dicotyledonae","","",,"","","Mearns, E. A.","48","10 Dec 1905","42 - Malesia","","Philippines","","","Philippine Islands. Luzon - Mt. Santo Tomas","","","",2134,,"","",,,"","",,"","","","","","","","","","04 Aug 2017 13:39:00","http://n2t.net/ark:/65665/3ecd4f313-5059-4441-89bc-d926c9123e44"
"01696914","628493","Flowering plants and ferns","","","Asterales","Asteraceae","Asteroideae","Astereae","Aster luzonensis Elmer","","8900 : Aster luzonensis Elmer : Asteraceae : Asterales : Dicotyledonae","","",,"","","Mearns, E. A.","55","10 Dec 1905","42 - Malesia","","Philippines","","","Luzon - Mt. Santo Tomas","","","",2134,,"","",,,"","",,"","","","","","","","","","04 Aug 2017 13:34:00","http://n2t.net/ark:/65665/369592f7d-d7b0-469f-a165-ab9818307bb0"
"01696915","628487","Flowering plants and ferns","","","Asterales","Asteraceae","Asteroideae","Astereae","Aster luzonensis Elmer","","8900 : Aster luzonensis Elmer : Asteraceae : Asterales : Dicotyledonae","","",,"","","Mearns, E. A.","49","10 Dec 1905","42 - Malesia","","Philippines","","","Philippine Islands. Luzon - Mt. Santo Tomas","","","",2134,,"","",,,"","",,"","","","","","","","","","04 Aug 2017 13:33:00","http://n2t.net/ark:/65665/3a5c46adb-db19-4041-84f0-93d40bd9f71a"
"00123873","706254","Flowering plants and ferns","Type Register","","Myrtales","Melastomataceae","","","Astronia mearnsii Merr.","","5777 : Astronia mearnsii Merr. : Melastomataceae : Myrtales : Dicotyledonae","","Astronia mearnsii Merr. : Isotype, Merrill, E. D. 1913. Philipp. J. Sci., C. 8: 340., Original publication and alleged type specimen examined",,"","","Mearns, E. A.; Hutchinson, W. I.","For. Bur. 4689","May 1906","42 - Malesia","","Philippines","Misamis Occidental","","Mt. Malindang.","Mindanao","","",1800,,"","",,"fiche number : 0632/E09","","",,"","","","","","","","","","29 Aug 2016 19:27:00","http://n2t.net/ark:/65665/3502be182-5d91-4123-830a-fed8da2f45fa"
"01531416","625818","Flowering plants and ferns","","","Polypodiales","Athyriaceae","","","Athyrium anisopterum Christ","","F164 : Athyrium anisopterum Christ : Athyriaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","Bureau of Science 4189","Jul 1907","42 - Malesia","","Philippines","","","Haights in the Oaks. benguet Prov. Luzon.","","","",2134,,"","",,,"","",,"","","","","","","","","","07 Nov 2016 19:22:00","http://n2t.net/ark:/65665/3bc1eebaf-eac1-49c0-8c0b-39efe5f2b972"
"01531415","625819","Flowering plants and ferns","","","Polypodiales","Athyriaceae","","","Athyrium aristulatum Copel.","","F164 : Athyrium aristulatum Copel. : Athyriaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","Bureau of Science 4193","Jul 1907","42 - Malesia","","Philippines","","","Haights in the Oaks. benguet Prov. Luzon.","","","",2134,,"","",,,"","",,"","","","","","","","","","07 Nov 2016 19:21:00","http://n2t.net/ark:/65665/3b5d1bf27-8a3f-440e-b204-b3d0bfe91eaf"
"01531422","625816","Flowering plants and ferns","","","Polypodiales","Athyriaceae","","","Athyrium nigripes","","F164 : Athyrium nigripes : Athyriaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","Bureau of Science 4184","Jul 1907","42 - Malesia","","Philippines","","","Haights in the Oaks. Benguet Prov. Luzon.","","","","",,"","",,,"","",,"","","","","","","","","","07 Nov 2016 19:22:00","http://n2t.net/ark:/65665/337f17359-69c3-404e-9f89-2e8665f6ead2"
"03042966","447549","Flowering plants and ferns","","","Lecythidales","Lecythidaceae","","","Barringtonia asiatica (L.) Kurz","","5506 : Barringtonia asiatica (L.) Kurz : Lecythidaceae : Lecythidales : Dicotyledonae","Bdul; Futu; Futu : Tongan; Futu; Gavausu; Gol; Gul; Gulu; Hol; Hotu; Huel; Hufu or huf; Hul; Hul; Hul; Huru; Hutu; Hutu; Kafusi (?); Kavausu; Kul; Kun; Kun; Kun; Oob; Pukavaka; Puspus; Puting. (Chamorro); Putting; Putting; Putting (Chamorro name).; Te baireati; utu; Utu or hutu; Vutu; Vutu nganga; Wi; Wop; Wop; Wuj; wuwaanyw; Besole; Keben","",,"","","Mearns, E. A.","s.n.","25 Feb 1904","42 - Malesia","","Philippines","","","Cagayan - Sulu Island.","","","","",,"","",,,"","",,"","","","","","","","","","04 Feb 2019 17:13:00","http://n2t.net/ark:/65665/39b113d93-cae7-433a-83b3-fb8df7afbe2c"
"01951040","","Flowering plants and ferns","","","Lecythidales","Lecythidaceae","","","Barringtonia sp.","","5506 : Barringtonia sp. : Lecythidaceae : Lecythidales : Dicotyledonae","barringtonia","",,"","","Mearns, --","8430","","42 - Malesia","","Philippines","","","","","","","",,"","",,,"","",,"","","","","","","","","","03 Apr 2019 21:03:00","http://n2t.net/ark:/65665/306c68a91-b1f1-49ca-a1a5-853066d5d98a"
"00115381","1262477","Flowering plants and ferns","Type Register","","Violales","Begoniaceae","","","Begonia malindangensis Merr.","","5397 : Begonia malindangensis Merr. : Begoniaceae : Violales : Dicotyledonae","","Begonia malindangensis Merr. : Isotype, Merrill, E. D. 1911. Philipp. J. Sci., C. 6: 391., Original publication and alleged type specimen examined",,"","","Mearns, E. A.; Hutchinson, W. I.","4563","May 1906","42 - Malesia","","Philippines","Misamis Occidental","","Mount Malindang.","Mindanao","","",1800,,"","",,"fiche number : 0575/A08","","",,"","","","","","","","","","29 Aug 2016 19:22:00","http://n2t.net/ark:/65665/3597c7544-6976-40b3-afa4-49ee6831e637"
"00130768","628627","Flowering plants and ferns","Type Register","","Violales","Begoniaceae","","","Begonia malindangensis Merr.","","5397 : Begonia malindangensis Merr. : Begoniaceae : Violales : Dicotyledonae","","Begonia malindangensis Merr. : Isotype, Merrill, E. D. 1911. Philipp. J. Sci., C. 6: 391., Original publication and alleged type specimen examined",,"","","Mearns, E. A.; Hutchinson, W. I.","4563","May 1906","42 - Malesia","","Philippines","Misamis Occidental","","Mount Malindang.","Mindanao","","",1800,,"","",,"fiche number : 0575/A09","","",,"","","","","","","","","","29 Aug 2016 19:44:00","http://n2t.net/ark:/65665/319eb41be-8e1e-4bce-9ae0-b25f1492b49c"
"00328475","447708","Flowering plants and ferns","","","Violales","Begoniaceae","","","Begonia malindangensis Merr.","","5397 : Begonia malindangensis Merr. : Begoniaceae : Violales : Dicotyledonae","","",,"","","Mearns, E. A.","s.n.","10 Jun 1904","42 - Malesia","","Philippines","","","Mt. Apo","Mindanao","","",1524,,"","",,,"","",,"","","","","","","","","","30 Dec 2013 15:09:00","http://n2t.net/ark:/65665/3a7b4c9ba-952c-4dd5-af2a-11ea64c1befc"
"00328479","706234","Flowering plants and ferns","Type Register","","Violales","Begoniaceae","","","Begonia malindangensis Merr.","","5397 : Begonia malindangensis Merr. : Begoniaceae : Violales : Dicotyledonae","","Begonia malindangensis Merr. : Isotype, Merrill, E. D. 1911. Philipp. J. Sci., C. 6: 391., Original publication and alleged type specimen examined",,"","","Mearns, E. A.","4563","May 1906","42 - Malesia","","Philippines","Misamis Occidental","","Mount Malindang.","Mindanao","","",1800,,"","",,,"","",,"","","","","","","","","","29 Aug 2016 19:36:00","http://n2t.net/ark:/65665/3120c28db-9c3f-4c02-a729-7a42cb9df799"
"00324062","615848","Flowering plants and ferns","","","Violales","Begoniaceae","","","Begonia merrittii Merr.","","5397 : Begonia merrittii Merr. : Begoniaceae : Violales : Dicotyledonae","","",,"","","Mearns, E. A.","4385","Jul 1907","42 - Malesia","","Philippines","Benguet","","""straights in the oaks""","Luzon","","",2134,,"","",,,"","",,"","","","","","","","","","30 Dec 2013 12:11:00","http://n2t.net/ark:/65665/3961139d5-78df-4fcb-bbdf-6ebcf8237921"
"00324204","628496","Flowering plants and ferns","","","Violales","Begoniaceae","","","Begonia merrittii Merr.","","5397 : Begonia merrittii Merr. : Begoniaceae : Violales : Dicotyledonae","","",,"","","Mearns, E. A.","58","10 Dec 1905","42 - Malesia","","Philippines","","","Mt. santo tomas","Luzon","","",2134,,"","",,,"","",,"","","","","","","","","","30 Dec 2013 13:02:00","http://n2t.net/ark:/65665/3399f6bcb-8a0d-449e-b23e-e71a0e407912"
"00324205","447607","Flowering plants and ferns","","","Violales","Begoniaceae","","","Begonia sp.","","5397 : Begonia sp. : Begoniaceae : Violales : Dicotyledonae","native symbols given; native symbols given; kajoe oenok-oenok; begonia","",,"","","Mearns, E. A.","s.n.","20 Apr 1904","42 - Malesia","","Philippines","","","Placer","Mindoro","","","",,"","",,,"","",,"","","","","","","","","","03 Oct 2005 17:15:00","http://n2t.net/ark:/65665/3336e95ac-2ba4-485e-a7d5-854a9fc0dc5f"
"00324206","625748","Flowering plants and ferns","","","Violales","Begoniaceae","","","Begonia sp.","","5397 : Begonia sp. : Begoniaceae : Violales : Dicotyledonae","native symbols given; native symbols given; kajoe oenok-oenok; begonia","",,"","","Mearns, E. A.","2984","1 Jun 1907","42 - Malesia","","Philippines","","","Casiguran, e coast of luzon","Luzon","","","",,"","",,,"","",,"","","","","","","","","","12 Mar 2013 22:42:00","http://n2t.net/ark:/65665/3f4f3d0bb-84e4-4a80-8b18-d5c3900d3312"
"00152201","447548","Flowering plants and ferns","","","Commelinales","Commelinaceae","","","Belosynapsis ciliata (Blume) R.S. Rao","","0897 A : Belosynapsis ciliata (Blume) R.S. Rao : Commelinaceae : Commelinales : Monocotyledonae","","",,"","","Mearns, E. A.","44","25 Feb 1904","42 - Malesia","","Philippines","","","Sulu island, cagayan","Luzon","","","",,"","",,,"","",,"","","","","","","","","","29 Aug 2016 21:20:00","http://n2t.net/ark:/65665/31c6986cd-75c6-4ee3-bad7-8aadae0ae812"
"01527700","447693","Flowering plants and ferns","","","Polypodiales","Blechnaceae","","","Blechnum vestitum (Blume) Kuhn","","F160 : Blechnum vestitum (Blume) Kuhn : Blechnaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","1 Jul 1904","42 - Malesia","","Philippines","","","Mt. Apo (East peak), Mindanao.","","","",2926,,"","",,,"","",,"","","","","","","","","","07 Nov 2016 19:21:00","http://n2t.net/ark:/65665/3497b784c-86c5-4506-93f8-3e729248a7c8"
"01527701","447687","Flowering plants and ferns","","","Polypodiales","Blechnaceae","","","Blechnum vestitum (Blume) Kuhn","","F160 : Blechnum vestitum (Blume) Kuhn : Blechnaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","1 Jul 1904","42 - Malesia","","Philippines","","","Middle peak; Mt. Apo, Mindanao.","","","",2957,,"","",,,"","",,"","","","","","","","","","07 Nov 2016 19:21:00","http://n2t.net/ark:/65665/3a516e0c8-311d-4994-b61a-07a3fcf14ccd"
"01527699","447691","Flowering plants and ferns","","","Polypodiales","Blechnaceae","","","Blechnum vestitum (Blume) Kuhn","","F160 : Blechnum vestitum (Blume) Kuhn : Blechnaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","1 Jul 1904","42 - Malesia","","Philippines","","","Mt. Apo, Mindanao.","","","",2316,,"","",,,"","",,"","","","","","","","","","07 Nov 2016 19:21:00","http://n2t.net/ark:/65665/3a7c1b29b-8ec4-4abd-977a-2ab318ac1b31"
"01435658","447519","Flowering plants and ferns","","","Asterales","Asteraceae","Asteroideae","Inuleae","Blumea balsamifera (L.) DC.","","8939 : Blumea balsamifera (L.) DC. : Asteraceae : Asterales : Dicotyledonae","Paliu","",,"","","Mearns, E. A.","190","16 Feb 1904","42 - Malesia","","Philippines","","","Philippine Islands, Sandangan Bay [interpreted], Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","04 Aug 2017 14:04:00","http://n2t.net/ark:/65665/38486208b-4628-4e8e-8f54-8ced2c99084f"
"03307627","628507","Flowering plants and ferns","","","Sapindales","Rutaceae","","","Boenninghausenia albiflora (Hook.) Meisn.","","4011 : Boenninghausenia albiflora (Hook.) Meisn. : Rutaceae : Sapindales : Dicotyledonae","","",,"","","Mearns, E. A.","77","10 Dec 1905","42 - Malesia","","Philippines","","","Luzon, Mt. Santo Tomas.","","","",2134,,"","",,,"","",,"","","","","","","","","","12 Jul 2019 19:07:00","http://n2t.net/ark:/65665/380908834-c96e-4cc7-b22d-9fdfa27186ce"
"01562501","615642","Flowering plants and ferns","","","Polypodiales","Dryopteridaceae","","","Bolbitis heteroclita (C. Presl) Ching","","F220 : Bolbitis heteroclita (C. Presl) Ching : Dryopteridaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","s. n.","3 Oct 1903 to 6 Oct 1903","42 - Malesia","","Philippines","","","Philippine Islands, Butig Mts., Mindanao","","","","914 - 1524",,"","",,,"","",,"","","","","","","","","","31 Oct 2016 20:40:00","http://n2t.net/ark:/65665/3bd525db9-b348-4dab-ad15-edb5c578abc0"
"03045173","1238337","Flowering plants and ferns","","","Rhizophorales","Rhizophoraceae","","","Bruguiera gymnorhiza (L.) Savigny","","5526 : Bruguiera gymnorhiza (L.) Savigny : Rhizophoraceae : Rhizophorales : Dicotyledonae","Boru : Wanigela; Chong; Denges; Denges; Fongo; Gaverah : Matapaili; Iong; Iong; Iong; Jon; Jong; Jong; Jong; Jong; Jung; Kodenges; Lailai; Mata kuaya (Malay); Senggadai (Malay); Ndenges; Ndongo; Ndongo; Ndongo; Ndongo salusalu; Net-ungou; Ong; Ong; Rok; Ruway : Yapeze; Shom; Shong; Shoom; Sioro : Roro; Sol; Som, a kind of ak.; Song; Song; togo; Togo; Togo; Tonga; Tongo ta'ane : Tongan; Tongolei; We; Wong; Yengac; Yong","",,"","","Mearns, E. A.","s.n.","5 Jan 1906","42 - Malesia","","Philippines","","","Three Islands, off Sibitu Island.","","","","",,"","",,,"","",,"","","","","","","","","","09 Jan 2019 02:31:00","http://n2t.net/ark:/65665/38c1ebc41-41fb-4e50-89bb-14a1cdd04712"
